age,sex,geo,TIME_PERIOD,OBS_VALUE
Y15-64,F,AD,1993,21067.0
Y15-64,F,AD,1994,22274.0
Y15-64,F,AD,1995,22099.0
Y15-64,F,AD,1996,21977.0
Y15-64,F,AD,1997,22278.0
Y15-64,F,AD,1998,22534.0
Y15-64,F,AD,1999,22729.0
Y15-64,F,AD,2000,22651.0
Y15-64,F,AD,2001,22592.0
Y15-64,F,AD,2002,22740.0
Y15-64,F,AD,2003,22971.0
Y15-64,F,AD,2004,24962.0
Y15-64,F,AD,2005,26661.0
Y15-64,F,AD,2006,27234.0
Y15-64,F,AD,2007,28174.0
Y15-64,F,AD,2008,28848.0
Y15-64,F,AD,2009,29276.0
Y15-64,F,AD,2010,29033.0
Y15-64,F,AD,2011,27328.0
Y15-64,F,AD,2012,27328.0
Y15-64,F,AD,2013,26650.0
Y15-64,F,AD,2019,26911.0
Y15-64,F,AL,2002,974107.0
Y15-64,F,AL,2003,977117.0
Y15-64,F,AL,2004,979243.0
Y15-64,F,AL,2005,981157.0
Y15-64,F,AL,2006,982354.0
Y15-64,F,AL,2007,984086.0
Y15-64,F,AL,2008,981359.0
Y15-64,F,AL,2009,979012.0
Y15-64,F,AL,2010,979592.0
Y15-64,F,AL,2011,983821.0
Y15-64,F,AL,2012,985746.0
Y15-64,F,AL,2013,983933.0
Y15-64,F,AL,2014,980147.0
Y15-64,F,AL,2015,976639.0
Y15-64,F,AL,2016,973366.0
Y15-64,F,AL,2017,976815.0
Y15-64,F,AL,2018,984960.0
Y15-64,F,AL,2019,983869.0
Y15-64,F,AL,2020,974184.0
Y15-64,F,AL,2021,966734.0
Y15-64,F,AL,2022,953337.0
Y15-64,F,AL,2023,938518.0
Y15-64,F,AM,2006,1142613.0
Y15-64,F,AM,2007,1156027.0
Y15-64,F,AM,2008,1169222.0
Y15-64,F,AM,2009,1183251.0
Y15-64,F,AM,2010,1196263.0
Y15-64,F,AM,2015,1104586.0
Y15-64,F,AM,2016,1096200.0
Y15-64,F,AM,2017,1085877.0
Y15-64,F,AM,2018,1075157.0
Y15-64,F,AM,2019,1068230.0
Y15-64,F,AM,2020,1059870.0
Y15-64,F,AM,2021,1056803.0
Y15-64,F,AM,2023,1046940.0
Y15-64,F,AT,1960,2484943.0
Y15-64,F,AT,1961,2469131.0
Y15-64,F,AT,1962,2459173.0
Y15-64,F,AT,1963,2456729.0
Y15-64,F,AT,1964,2453243.0
Y15-64,F,AT,1965,2444541.0
Y15-64,F,AT,1966,2436870.0
Y15-64,F,AT,1967,2430592.0
Y15-64,F,AT,1968,2426172.0
Y15-64,F,AT,1969,2414966.0
Y15-64,F,AT,1970,2407719.0
Y15-64,F,AT,1971,2405973.0
Y15-64,F,AT,1972,2411686.0
Y15-64,F,AT,1973,2420693.0
Y15-64,F,AT,1974,2430999.0
Y15-64,F,AT,1975,2428672.0
Y15-64,F,AT,1976,2425838.0
Y15-64,F,AT,1977,2438161.0
Y15-64,F,AT,1978,2450998.0
Y15-64,F,AT,1979,2461064.0
Y15-64,F,AT,1980,2473950.0
Y15-64,F,AT,1981,2498619.0
Y15-64,F,AT,1982,2534220.0
Y15-64,F,AT,1983,2556338.0
Y15-64,F,AT,1984,2583172.0
Y15-64,F,AT,1985,2597309.0
Y15-64,F,AT,1986,2597802.0
Y15-64,F,AT,1987,2595066.0
Y15-64,F,AT,1988,2587107.0
Y15-64,F,AT,1989,2581949.0
Y15-64,F,AT,1990,2589567.0
Y15-64,F,AT,1991,2601587.0
Y15-64,F,AT,1992,2622131.0
Y15-64,F,AT,1993,2644377.0
Y15-64,F,AT,1994,2653155.0
Y15-64,F,AT,1995,2652798.0
Y15-64,F,AT,1996,2654561.0
Y15-64,F,AT,1997,2662436.0
Y15-64,F,AT,1998,2670279.0
Y15-64,F,AT,1999,2679733.0
Y15-64,F,AT,2000,2694396.0
Y15-64,F,AT,2001,2707779.0
Y15-64,F,AT,2002,2728959.0
Y15-64,F,AT,2003,2749564.0
Y15-64,F,AT,2004,2771829.0
Y15-64,F,AT,2005,2780851.0
Y15-64,F,AT,2006,2786764.0
Y15-64,F,AT,2007,2789692.0
Y15-64,F,AT,2008,2800167.0
Y15-64,F,AT,2009,2810585.0
Y15-64,F,AT,2010,2815524.0
Y15-64,F,AT,2011,2831855.0
Y15-64,F,AT,2012,2843756.0
Y15-64,F,AT,2013,2851560.0
Y15-64,F,AT,2014,2862962.0
Y15-64,F,AT,2015,2879465.0
Y15-64,F,AT,2016,2904851.0
Y15-64,F,AT,2017,2920008.0
Y15-64,F,AT,2018,2929867.0
Y15-64,F,AT,2019,2934892.0
Y15-64,F,AT,2020,2941227.0
Y15-64,F,AT,2021,2942618.0
Y15-64,F,AT,2022,2942636.0
Y15-64,F,AT,2023,2979877.0
Y15-64,F,AZ,2006,2957200.0
Y15-64,F,AZ,2007,3019300.0
Y15-64,F,AZ,2008,3082000.0
Y15-64,F,AZ,2009,3234600.0
Y15-64,F,AZ,2010,3279351.0
Y15-64,F,AZ,2011,3337067.0
Y15-64,F,AZ,2012,3385224.0
Y15-64,F,AZ,2013,3422054.0
Y15-64,F,AZ,2014,3455988.0
Y15-64,F,AZ,2015,3485079.0
Y15-64,F,AZ,2016,3507580.0
Y15-64,F,AZ,2017,3528106.0
Y15-64,F,AZ,2018,3547172.0
Y15-64,F,AZ,2019,3567005.0
Y15-64,F,AZ,2020,3575822.0
Y15-64,F,AZ,2021,3579499.0
Y15-64,F,AZ,2022,3577235.0
Y15-64,F,AZ,2023,3567682.0
Y15-64,F,BE,1960,2974879.0
Y15-64,F,BE,1961,2977698.0
Y15-64,F,BE,1962,2973510.0
Y15-64,F,BE,1963,2983312.0
Y15-64,F,BE,1964,2998089.0
Y15-64,F,BE,1965,3011853.0
Y15-64,F,BE,1966,3023618.0
Y15-64,F,BE,1967,3031380.0
Y15-64,F,BE,1968,3041619.0
Y15-64,F,BE,1969,3048248.0
Y15-64,F,BE,1970,3055781.0
Y15-64,F,BE,1971,3052762.0
Y15-64,F,BE,1972,3067158.0
Y15-64,F,BE,1973,3080838.0
Y15-64,F,BE,1974,3094482.0
Y15-64,F,BE,1975,3114852.0
Y15-64,F,BE,1976,3135195.0
Y15-64,F,BE,1977,3155279.0
Y15-64,F,BE,1978,3175024.0
Y15-64,F,BE,1979,3189382.0
Y15-64,F,BE,1980,3210467.0
Y15-64,F,BE,1981,3234919.0
Y15-64,F,BE,1982,3243018.0
Y15-64,F,BE,1983,3270602.0
Y15-64,F,BE,1984,3295876.0
Y15-64,F,BE,1985,3312134.0
Y15-64,F,BE,1986,3312216.0
Y15-64,F,BE,1987,3312169.0
Y15-64,F,BE,1988,3311890.0
Y15-64,F,BE,1989,3319860.0
Y15-64,F,BE,1990,3316021.0
Y15-64,F,BE,1991,3315318.0
Y15-64,F,BE,1992,3313687.0
Y15-64,F,BE,1993,3319270.0
Y15-64,F,BE,1994,3322906.0
Y15-64,F,BE,1995,3327296.0
Y15-64,F,BE,1996,3325444.0
Y15-64,F,BE,1997,3328088.0
Y15-64,F,BE,1998,3328346.0
Y15-64,F,BE,1999,3330776.0
Y15-64,F,BE,2000,3335618.0
Y15-64,F,BE,2001,3340926.0
Y15-64,F,BE,2002,3354887.0
Y15-64,F,BE,2003,3371056.0
Y15-64,F,BE,2004,3386294.0
Y15-64,F,BE,2005,3403907.0
Y15-64,F,BE,2006,3432824.0
Y15-64,F,BE,2007,3468396.0
Y15-64,F,BE,2008,3503396.0
Y15-64,F,BE,2009,3531613.0
Y15-64,F,BE,2010,3555957.0
Y15-64,F,BE,2011,3599767.0
Y15-64,F,BE,2012,3611031.0
Y15-64,F,BE,2013,3619635.0
Y15-64,F,BE,2014,3621755.0
Y15-64,F,BE,2015,3626742.0
Y15-64,F,BE,2016,3636715.0
Y15-64,F,BE,2017,3639783.0
Y15-64,F,BE,2018,3642775.0
Y15-64,F,BE,2019,3650652.0
Y15-64,F,BE,2020,3661272.0
Y15-64,F,BE,2021,3666607.0
Y15-64,F,BE,2022,3678338.0
Y15-64,F,BE,2023,3718505.0
Y15-64,F,BG,1960,2591760.0
Y15-64,F,BG,1961,2618986.0
Y15-64,F,BG,1962,2648432.0
Y15-64,F,BG,1963,2677979.0
Y15-64,F,BG,1964,2708542.0
Y15-64,F,BG,1965,2742447.0
Y15-64,F,BG,1966,2765008.0
Y15-64,F,BG,1967,2788037.0
Y15-64,F,BG,1968,2810583.0
Y15-64,F,BG,1969,2832300.0
Y15-64,F,BG,1970,2848798.0
Y15-64,F,BG,1971,2864076.0
Y15-64,F,BG,1972,2875864.0
Y15-64,F,BG,1973,2886341.0
Y15-64,F,BG,1974,2897524.0
Y15-64,F,BG,1975,2908347.0
Y15-64,F,BG,1976,2906980.0
Y15-64,F,BG,1977,2917620.0
Y15-64,F,BG,1978,2918885.0
Y15-64,F,BG,1979,2920507.0
Y15-64,F,BG,1980,2919678.0
Y15-64,F,BG,1981,2922325.0
Y15-64,F,BG,1982,2942974.0
Y15-64,F,BG,1983,2969687.0
Y15-64,F,BG,1984,2996334.0
Y15-64,F,BG,1985,3009186.0
Y15-64,F,BG,1986,3008398.0
Y15-64,F,BG,1987,3008346.0
Y15-64,F,BG,1988,3002560.0
Y15-64,F,BG,1989,3003447.0
Y15-64,F,BG,1990,2930687.0
Y15-64,F,BG,1991,2900135.0
Y15-64,F,BG,1992,2879877.0
Y15-64,F,BG,1993,2851412.0
Y15-64,F,BG,1994,2847915.0
Y15-64,F,BG,1995,2847316.0
Y15-64,F,BG,1996,2840097.0
Y15-64,F,BG,1997,2837038.0
Y15-64,F,BG,1998,2826122.0
Y15-64,F,BG,1999,2818108.0
Y15-64,F,BG,2000,2807696.0
Y15-64,F,BG,2001,2800581.0
Y15-64,F,BG,2002,2692137.0
Y15-64,F,BG,2003,2677915.0
Y15-64,F,BG,2004,2664729.0
Y15-64,F,BG,2005,2651109.0
Y15-64,F,BG,2006,2634121.0
Y15-64,F,BG,2007,2613876.0
Y15-64,F,BG,2008,2589470.0
Y15-64,F,BG,2009,2563304.0
Y15-64,F,BG,2010,2535488.0
Y15-64,F,BG,2011,2500139.0
Y15-64,F,BG,2012,2464803.0
Y15-64,F,BG,2013,2429238.0
Y15-64,F,BG,2014,2392989.0
Y15-64,F,BG,2015,2357782.0
Y15-64,F,BG,2016,2320922.0
Y15-64,F,BG,2017,2287199.0
Y15-64,F,BG,2018,2253883.0
Y15-64,F,BG,2019,2223006.0
Y15-64,F,BG,2020,2194514.0
Y15-64,F,BG,2021,2178023.0
Y15-64,F,BG,2022,2151092.0
Y15-64,F,BG,2023,1985676.0
Y15-64,F,BY,2006,3519675.0
Y15-64,F,BY,2007,3519633.0
Y15-64,F,BY,2008,3528087.0
Y15-64,F,BY,2009,3542716.0
Y15-64,F,BY,2011,3494205.0
Y15-64,F,BY,2012,3485254.0
Y15-64,F,BY,2013,3465353.0
Y15-64,F,BY,2014,3445051.0
Y15-64,F,BY,2015,3417872.0
Y15-64,F,BY,2016,3396065.0
Y15-64,F,BY,2017,3368556.0
Y15-64,F,BY,2018,3338665.0
Y15-64,F,BY,2019,3310627.0
Y15-64,F,CH,1960,1791100.0
Y15-64,F,CH,1961,1813690.0
Y15-64,F,CH,1962,1852559.0
Y15-64,F,CH,1963,1890165.0
Y15-64,F,CH,1964,1923009.0
Y15-64,F,CH,1965,1942222.0
Y15-64,F,CH,1966,1951621.0
Y15-64,F,CH,1967,1965059.0
Y15-64,F,CH,1968,1985945.0
Y15-64,F,CH,1969,2007083.0
Y15-64,F,CH,1970,2026259.0
Y15-64,F,CH,1971,2021944.0
Y15-64,F,CH,1972,2033921.0
Y15-64,F,CH,1973,2055125.0
Y15-64,F,CH,1974,2071190.0
Y15-64,F,CH,1975,2084245.0
Y15-64,F,CH,1976,2075214.0
Y15-64,F,CH,1977,2067833.0
Y15-64,F,CH,1978,2072509.0
Y15-64,F,CH,1979,2084559.0
Y15-64,F,CH,1980,2101435.0
Y15-64,F,CH,1981,2124584.0
Y15-64,F,CH,1982,2150634.0
Y15-64,F,CH,1983,2175211.0
Y15-64,F,CH,1984,2192081.0
Y15-64,F,CH,1985,2208898.0
Y15-64,F,CH,1986,2220234.0
Y15-64,F,CH,1987,2233856.0
Y15-64,F,CH,1988,2248197.0
Y15-64,F,CH,1989,2262958.0
Y15-64,F,CH,1990,2276104.0
Y15-64,F,CH,1991,2305154.0
Y15-64,F,CH,1992,2325439.0
Y15-64,F,CH,1993,2340314.0
Y15-64,F,CH,1994,2354715.0
Y15-64,F,CH,1995,2367306.0
Y15-64,F,CH,1996,2379023.0
Y15-64,F,CH,1997,2382280.0
Y15-64,F,CH,1998,2385626.0
Y15-64,F,CH,1999,2393218.0
Y15-64,F,CH,2000,2405390.0
Y15-64,F,CH,2001,2420214.0
Y15-64,F,CH,2002,2444831.0
Y15-64,F,CH,2003,2469672.0
Y15-64,F,CH,2004,2491904.0
Y15-64,F,CH,2005,2512182.0
Y15-64,F,CH,2006,2529898.0
Y15-64,F,CH,2007,2546686.0
Y15-64,F,CH,2008,2574182.0
Y15-64,F,CH,2009,2607145.0
Y15-64,F,CH,2010,2632218.0
Y15-64,F,CH,2011,2655045.0
Y15-64,F,CH,2012,2676120.0
Y15-64,F,CH,2013,2696259.0
Y15-64,F,CH,2014,2721690.0
Y15-64,F,CH,2015,2746256.0
Y15-64,F,CH,2016,2768685.0
Y15-64,F,CH,2017,2787314.0
Y15-64,F,CH,2018,2799023.0
Y15-64,F,CH,2019,2808664.0
Y15-64,F,CH,2020,2819612.0
Y15-64,F,CH,2021,2833462.0
Y15-64,F,CH,2022,2844510.0
Y15-64,F,CH,2023,2861595.0
Y15-64,F,CY,1961,170505.0
Y15-64,F,CY,1973,199072.0
Y15-64,F,CY,1976,160470.0
Y15-64,F,CY,1982,168846.0
Y15-64,F,CY,1983,169367.0
Y15-64,F,CY,1984,170771.0
Y15-64,F,CY,1985,172350.0
Y15-64,F,CY,1986,173482.0
Y15-64,F,CY,1987,174873.0
Y15-64,F,CY,1988,176082.0
Y15-64,F,CY,1989,177643.0
Y15-64,F,CY,1990,181115.0
Y15-64,F,CY,1991,186277.0
Y15-64,F,CY,1992,191814.0
Y15-64,F,CY,1993,197204.0
Y15-64,F,CY,1994,202903.0
Y15-64,F,CY,1995,208155.0
Y15-64,F,CY,1996,213246.0
Y15-64,F,CY,1997,217804.0
Y15-64,F,CY,1998,222385.0
Y15-64,F,CY,1999,226823.0
Y15-64,F,CY,2000,231249.0
Y15-64,F,CY,2001,235330.0
Y15-64,F,CY,2002,239946.0
Y15-64,F,CY,2003,244219.0
Y15-64,F,CY,2004,249001.0
Y15-64,F,CY,2005,253836.0
Y15-64,F,CY,2006,259298.0
Y15-64,F,CY,2007,265381.0
Y15-64,F,CY,2008,274573.0
Y15-64,F,CY,2009,284461.0
Y15-64,F,CY,2010,295125.0
Y15-64,F,CY,2011,304272.0
Y15-64,F,CY,2012,313776.0
Y15-64,F,CY,2013,313899.0
Y15-64,F,CY,2014,308052.0
Y15-64,F,CY,2015,300623.0
Y15-64,F,CY,2016,298647.0
Y15-64,F,CY,2017,298702.0
Y15-64,F,CY,2018,300270.0
Y15-64,F,CY,2019,302990.0
Y15-64,F,CY,2020,305793.0
Y15-64,F,CY,2021,309626.0
Y15-64,F,CY,2022,313460.0
Y15-64,F,CY,2023,317897.0
Y15-64,F,CZ,1960,3198242.0
Y15-64,F,CZ,1961,3188752.0
Y15-64,F,CZ,1962,3217908.0
Y15-64,F,CZ,1963,3246677.0
Y15-64,F,CZ,1964,3271135.0
Y15-64,F,CZ,1965,3288940.0
Y15-64,F,CZ,1966,3305771.0
Y15-64,F,CZ,1967,3322415.0
Y15-64,F,CZ,1968,3333111.0
Y15-64,F,CZ,1969,3342698.0
Y15-64,F,CZ,1970,3349537.0
Y15-64,F,CZ,1971,3317045.0
Y15-64,F,CZ,1972,3320801.0
Y15-64,F,CZ,1973,3321895.0
Y15-64,F,CZ,1974,3317133.0
Y15-64,F,CZ,1975,3304232.0
Y15-64,F,CZ,1976,3292143.0
Y15-64,F,CZ,1977,3283071.0
Y15-64,F,CZ,1978,3275267.0
Y15-64,F,CZ,1979,3274970.0
Y15-64,F,CZ,1980,3279256.0
Y15-64,F,CZ,1981,3285711.0
Y15-64,F,CZ,1982,3311201.0
Y15-64,F,CZ,1983,3338960.0
Y15-64,F,CZ,1984,3366774.0
Y15-64,F,CZ,1985,3377443.0
Y15-64,F,CZ,1986,3380498.0
Y15-64,F,CZ,1987,3381303.0
Y15-64,F,CZ,1988,3386423.0
Y15-64,F,CZ,1989,3399816.0
Y15-64,F,CZ,1990,3421233.0
Y15-64,F,CZ,1991,3429925.0
Y15-64,F,CZ,1992,3451870.0
Y15-64,F,CZ,1993,3476990.0
Y15-64,F,CZ,1994,3498484.0
Y15-64,F,CZ,1995,3520153.0
Y15-64,F,CZ,1996,3530252.0
Y15-64,F,CZ,1997,3539152.0
Y15-64,F,CZ,1998,3549484.0
Y15-64,F,CZ,1999,3560185.0
Y15-64,F,CZ,2000,3571926.0
Y15-64,F,CZ,2001,3572382.0
Y15-64,F,CZ,2002,3577887.0
Y15-64,F,CZ,2003,3588762.0
Y15-64,F,CZ,2004,3602192.0
Y15-64,F,CZ,2005,3611107.0
Y15-64,F,CZ,2006,3619925.0
Y15-64,F,CZ,2007,3627724.0
Y15-64,F,CZ,2008,3648268.0
Y15-64,F,CZ,2009,3654886.0
Y15-64,F,CZ,2010,3641351.0
Y15-64,F,CZ,2011,3622042.0
Y15-64,F,CZ,2012,3586946.0
Y15-64,F,CZ,2013,3547946.0
Y15-64,F,CZ,2014,3508186.0
Y15-64,F,CZ,2015,3479387.0
Y15-64,F,CZ,2016,3447412.0
Y15-64,F,CZ,2017,3416329.0
Y15-64,F,CZ,2018,3390377.0
Y15-64,F,CZ,2019,3370502.0
Y15-64,F,CZ,2020,3354390.0
Y15-64,F,CZ,2021,3257021.0
Y15-64,F,CZ,2022,3250058.0
Y15-64,F,CZ,2023,3385548.0
Y15-64,F,DE,1960,20120183.0
Y15-64,F,DE,1961,20096501.0
Y15-64,F,DE,1962,20113892.0
Y15-64,F,DE,1963,20118241.0
Y15-64,F,DE,1964,20133768.0
Y15-64,F,DE,1965,20167601.0
Y15-64,F,DE,1966,20213126.0
Y15-64,F,DE,1967,20212640.0
Y15-64,F,DE,1968,20108960.0
Y15-64,F,DE,1969,20122741.0
Y15-64,F,DE,1970,20206336.0
Y15-64,F,DE,1971,20071207.0
Y15-64,F,DE,1972,20142632.0
Y15-64,F,DE,1973,20210902.0
Y15-64,F,DE,1974,20286450.0
Y15-64,F,DE,1975,20283190.0
Y15-64,F,DE,1976,20234630.0
Y15-64,F,DE,1977,20245614.0
Y15-64,F,DE,1978,20275891.0
Y15-64,F,DE,1979,20350593.0
Y15-64,F,DE,1980,20467694.0
Y15-64,F,DE,1981,20686741.0
Y15-64,F,DE,1982,20965479.0
Y15-64,F,DE,1983,21194265.0
Y15-64,F,DE,1984,21379311.0
Y15-64,F,DE,1985,21414138.0
Y15-64,F,DE,1986,21365162.0
Y15-64,F,DE,1987,21335745.0
Y15-64,F,DE,1988,21271289.0
Y15-64,F,DE,1989,21312291.0
Y15-64,F,DE,1990,21507877.0
Y15-64,F,DE,1991,27061350.0
Y15-64,F,DE,1992,27112385.0
Y15-64,F,DE,1993,27235287.0
Y15-64,F,DE,1994,27295504.0
Y15-64,F,DE,1995,27328009.0
Y15-64,F,DE,1996,27400590.0
Y15-64,F,DE,1997,27475414.0
Y15-64,F,DE,1998,27516728.0
Y15-64,F,DE,1999,27537898.0
Y15-64,F,DE,2000,27519008.0
Y15-64,F,DE,2001,27475471.0
Y15-64,F,DE,2002,27468693.0
Y15-64,F,DE,2003,27447439.0
Y15-64,F,DE,2004,27379513.0
Y15-64,F,DE,2005,27245171.0
Y15-64,F,DE,2006,27110036.0
Y15-64,F,DE,2007,26944916.0
Y15-64,F,DE,2008,26876566.0
Y15-64,F,DE,2009,26748133.0
Y15-64,F,DE,2010,26628506.0
Y15-64,F,DE,2011,26252554.0
Y15-64,F,DE,2012,26320919.0
Y15-64,F,DE,2013,26380997.0
Y15-64,F,DE,2014,26425103.0
Y15-64,F,DE,2015,26454019.0
Y15-64,F,DE,2016,26579349.0
Y15-64,F,DE,2017,26563605.0
Y15-64,F,DE,2018,26534455.0
Y15-64,F,DE,2019,26499025.0
Y15-64,F,DE,2020,26426571.0
Y15-64,F,DE,2021,26297968.0
Y15-64,F,DE,2022,26198019.0
Y15-64,F,DE,2023,26550238.0
Y15-64,F,DK,1960,1476707.0
Y15-64,F,DK,1961,1491630.0
Y15-64,F,DK,1962,1508259.0
Y15-64,F,DK,1963,1524626.0
Y15-64,F,DK,1964,1535886.0
Y15-64,F,DK,1965,1545563.0
Y15-64,F,DK,1966,1553477.0
Y15-64,F,DK,1967,1560064.0
Y15-64,F,DK,1968,1566715.0
Y15-64,F,DK,1969,1572450.0
Y15-64,F,DK,1970,1578839.0
Y15-64,F,DK,1971,1588029.0
Y15-64,F,DK,1972,1592901.0
Y15-64,F,DK,1973,1600090.0
Y15-64,F,DK,1974,1605829.0
Y15-64,F,DK,1975,1609258.0
Y15-64,F,DK,1976,1610525.0
Y15-64,F,DK,1977,1615834.0
Y15-64,F,DK,1978,1622504.0
Y15-64,F,DK,1979,1631660.0
Y15-64,F,DK,1980,1641239.0
Y15-64,F,DK,1981,1651632.0
Y15-64,F,DK,1982,1662645.0
Y15-64,F,DK,1983,1671224.0
Y15-64,F,DK,1984,1676389.0
Y15-64,F,DK,1985,1681786.0
Y15-64,F,DK,1986,1684031.0
Y15-64,F,DK,1987,1689545.0
Y15-64,F,DK,1988,1697232.0
Y15-64,F,DK,1989,1700220.0
Y15-64,F,DK,1990,1704940.0
Y15-64,F,DK,1991,1712454.0
Y15-64,F,DK,1992,1717902.0
Y15-64,F,DK,1993,1723195.0
Y15-64,F,DK,1994,1728777.0
Y15-64,F,DK,1995,1733862.0
Y15-64,F,DK,1996,1743486.0
Y15-64,F,DK,1997,1748603.0
Y15-64,F,DK,1998,1751569.0
Y15-64,F,DK,1999,1754641.0
Y15-64,F,DK,2000,1756918.0
Y15-64,F,DK,2001,1760086.0
Y15-64,F,DK,2002,1763935.0
Y15-64,F,DK,2003,1766501.0
Y15-64,F,DK,2004,1768918.0
Y15-64,F,DK,2005,1772534.0
Y15-64,F,DK,2006,1776982.0
Y15-64,F,DK,2007,1782426.0
Y15-64,F,DK,2008,1789641.0
Y15-64,F,DK,2009,1796850.0
Y15-64,F,DK,2010,1800065.0
Y15-64,F,DK,2011,1801669.0
Y15-64,F,DK,2012,1799538.0
Y15-64,F,DK,2013,1799051.0
Y15-64,F,DK,2014,1801891.0
Y15-64,F,DK,2015,1807045.0
Y15-64,F,DK,2016,1817763.0
Y15-64,F,DK,2017,1826903.0
Y15-64,F,DK,2018,1833168.0
Y15-64,F,DK,2019,1837105.0
Y15-64,F,DK,2020,1838194.0
Y15-64,F,DK,2021,1839398.0
Y15-64,F,DK,2022,1846407.0
Y15-64,F,DK,2023,1869219.0
Y15-64,F,EE,1960,451468.0
Y15-64,F,EE,1961,450864.0
Y15-64,F,EE,1962,454811.0
Y15-64,F,EE,1963,458343.0
Y15-64,F,EE,1964,462543.0
Y15-64,F,EE,1965,466629.0
Y15-64,F,EE,1966,468641.0
Y15-64,F,EE,1967,470516.0
Y15-64,F,EE,1968,471510.0
Y15-64,F,EE,1969,473536.0
Y15-64,F,EE,1970,477369.0
Y15-64,F,EE,1971,483205.0
Y15-64,F,EE,1972,486309.0
Y15-64,F,EE,1973,489129.0
Y15-64,F,EE,1974,492217.0
Y15-64,F,EE,1975,494673.0
Y15-64,F,EE,1976,496954.0
Y15-64,F,EE,1977,499885.0
Y15-64,F,EE,1978,502763.0
Y15-64,F,EE,1979,505582.0
Y15-64,F,EE,1980,507274.0
Y15-64,F,EE,1981,510877.0
Y15-64,F,EE,1982,515426.0
Y15-64,F,EE,1983,520207.0
Y15-64,F,EE,1984,523495.0
Y15-64,F,EE,1985,527938.0
Y15-64,F,EE,1986,532513.0
Y15-64,F,EE,1987,535584.0
Y15-64,F,EE,1988,537989.0
Y15-64,F,EE,1989,538233.0
Y15-64,F,EE,1990,537605.0
Y15-64,F,EE,1991,535389.0
Y15-64,F,EE,1992,531101.0
Y15-64,F,EE,1993,517973.0
Y15-64,F,EE,1994,506448.0
Y15-64,F,EE,1995,497016.0
Y15-64,F,EE,1996,489852.0
Y15-64,F,EE,1997,484135.0
Y15-64,F,EE,1998,480604.0
Y15-64,F,EE,1999,478870.0
Y15-64,F,EE,2000,486950.0
Y15-64,F,EE,2001,485120.0
Y15-64,F,EE,2002,482790.0
Y15-64,F,EE,2003,480130.0
Y15-64,F,EE,2004,477680.0
Y15-64,F,EE,2005,475180.0
Y15-64,F,EE,2006,471900.0
Y15-64,F,EE,2007,466730.0
Y15-64,F,EE,2008,464020.0
Y15-64,F,EE,2009,461840.0
Y15-64,F,EE,2010,459120.0
Y15-64,F,EE,2011,455730.0
Y15-64,F,EE,2012,450587.0
Y15-64,F,EE,2013,444852.0
Y15-64,F,EE,2014,439030.0
Y15-64,F,EE,2015,434673.0
Y15-64,F,EE,2016,430716.0
Y15-64,F,EE,2017,426220.0
Y15-64,F,EE,2018,423517.0
Y15-64,F,EE,2019,421914.0
Y15-64,F,EE,2020,419478.0
Y15-64,F,EE,2021,416715.0
Y15-64,F,EE,2022,415541.0
Y15-64,F,EE,2023,430128.0
Y15-64,F,EL,1960,2829966.0
Y15-64,F,EL,1961,2847155.0
Y15-64,F,EL,1962,2828995.0
Y15-64,F,EL,1963,2897321.0
Y15-64,F,EL,1964,2855613.0
Y15-64,F,EL,1965,2911377.0
Y15-64,F,EL,1966,2876323.0
Y15-64,F,EL,1967,2948237.0
Y15-64,F,EL,1968,2912698.0
Y15-64,F,EL,1969,2970291.0
Y15-64,F,EL,1970,2909205.0
Y15-64,F,EL,1971,2883747.0
Y15-64,F,EL,1972,2899979.0
Y15-64,F,EL,1973,2918600.0
Y15-64,F,EL,1974,2920746.0
Y15-64,F,EL,1975,2933275.0
Y15-64,F,EL,1976,2973724.0
Y15-64,F,EL,1977,3024442.0
Y15-64,F,EL,1978,3045254.0
Y15-64,F,EL,1979,3093148.0
Y15-64,F,EL,1980,3116244.0
Y15-64,F,EL,1981,3168896.0
Y15-64,F,EL,1982,3196166.0
Y15-64,F,EL,1983,3230510.0
Y15-64,F,EL,1984,3261054.0
Y15-64,F,EL,1985,3284000.0
Y15-64,F,EL,1986,3287269.0
Y15-64,F,EL,1987,3315212.0
Y15-64,F,EL,1988,3340113.0
Y15-64,F,EL,1989,3369909.0
Y15-64,F,EL,1990,3405649.0
Y15-64,F,EL,1991,3466707.0
Y15-64,F,EL,1992,3505814.0
Y15-64,F,EL,1993,3536987.0
Y15-64,F,EL,1994,3559482.0
Y15-64,F,EL,1995,3581212.0
Y15-64,F,EL,1996,3604021.0
Y15-64,F,EL,1997,3624176.0
Y15-64,F,EL,1998,3647210.0
Y15-64,F,EL,1999,3666133.0
Y15-64,F,EL,2000,3670182.0
Y15-64,F,EL,2001,3678971.0
Y15-64,F,EL,2002,3612519.0
Y15-64,F,EL,2003,3612575.0
Y15-64,F,EL,2004,3617097.0
Y15-64,F,EL,2005,3624383.0
Y15-64,F,EL,2006,3636693.0
Y15-64,F,EL,2007,3653071.0
Y15-64,F,EL,2008,3669018.0
Y15-64,F,EL,2009,3681717.0
Y15-64,F,EL,2010,3684268.0
Y15-64,F,EL,2011,3676071.0
Y15-64,F,EL,2012,3651262.0
Y15-64,F,EL,2013,3616629.0
Y15-64,F,EL,2014,3583839.0
Y15-64,F,EL,2015,3555057.0
Y15-64,F,EL,2016,3524116.0
